日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2025-07-28,1.024,1.049,1.023,1.037,36880700,38245285.90,2.54,1.27,0.01,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-07-29,1.037,1.040,1.017,1.040,22464900,23363496.00,2.26,0.29,0.00,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-07-30,1.038,1.041,1.018,1.025,25800800,26445820.00,2.26,-1.44,-0.02,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-07-31,1.026,1.030,1.000,1.004,17009000,17077036.00,3.00,-2.05,-0.02,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-08-01,1.005,1.010,0.994,0.999,8996200,8987203.80,1.61,-0.50,-0.01,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-08-04,1.000,1.000,0.992,0.999,7137530,7130392.47,0.81,0.00,0.00,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-08-05,1.000,1.012,1.000,1.010,8962038,9051658.38,1.20,1.10,0.01,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-08-06,1.008,1.014,1.005,1.013,7620404,7719469.25,0.90,0.30,0.00,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-08-07,1.014,1.022,1.009,1.015,10431000,10587465.00,1.29,0.20,0.00,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-08-08,1.015,1.015,1.004,1.005,8940000,8984700.00,1.10,-0.99,-0.01,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-08-11,1.005,1.024,1.005,1.017,14359661,14603775.24,1.89,1.19,0.01,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-08-12,1.017,1.023,1.015,1.021,7591900,7751329.90,0.79,0.39,0.00,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-08-13,1.023,1.050,1.020,1.038,25146379,26101941.40,2.94,1.67,0.02,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-08-14,1.037,1.062,1.037,1.041,22276076,23189395.12,2.41,0.29,0.00,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-08-15,1.040,1.098,1.039,1.087,22688455,24662350.59,5.68,4.42,0.05,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-08-18,1.095,1.123,1.078,1.102,22256215,24526348.93,4.17,1.38,0.02,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-08-19,1.104,1.113,1.080,1.082,12688147,13728575.05,3.06,-1.81,-0.02,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-08-20,1.077,1.093,1.067,1.093,10055500,10990661.50,2.44,1.02,0.01,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-08-21,1.092,1.105,1.079,1.085,10458200,11347147.00,2.41,-0.73,-0.01,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-08-22,1.085,1.120,1.083,1.118,14884605,16640988.39,3.42,3.04,0.03,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-08-25,1.123,1.148,1.116,1.131,22639400,25605161.40,2.87,1.16,0.01,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-08-26,1.136,1.136,1.117,1.118,7814600,8736722.80,1.70,-1.15,-0.01,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-08-27,1.118,1.130,1.091,1.092,14182000,15486744.00,3.57,-2.33,-0.03,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-08-28,1.085,1.110,1.079,1.110,11289400,12531234.00,2.87,1.65,0.02,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
2025-08-29,1.111,1.134,1.107,1.111,8809400,9787243.40,2.44,0.09,0.00,0.00,0.0,0.0,0.0,562870,562870,2026/4/27 12:00:24
